Intel,AMD,Qualcomm,MicronTech,Infenion,STMElectro,Texas,Toyota,VW,Ford,Nissan,Honda,PSA,Daimler,Tata,Fuji,Boing,UnitTech,LockMartin,Honeywell,GenDyn,BAE,Northrop,Raytheon,RollsRoyce,Textron,Embraer,Apple,Micrsoft,Nokia,Sony,LG,Lenovo,BlackBerry,Alcatel,Vodafone,JandJ,GE,Medtronic,Fresenius,Koninklijke (Philips),Cardinal,Novartis,Stryker,Becton,BostonScience,Allergan,St Jude,3M,Abbott,Zimmer,SmithAndNephew,Olympus,Bayer,Bard,Varian,DENTSPLY,Hologic,Danaher,Intuitive,ABB Robo,Adept,Bosch,CaterPill,Denso,Google,Unversal Electro
22.5,7.13,48.87,7.25,9.85,10.86,29.47,99.01,57.1,5.89,16.61,33.67,54.3,67.55,11.47,51.25,76.23,69.23,102.7,54.33,86.02,36,69.87,58.02,34,52.19,30.88,174.74,28.3,24.26,46.83,19.1,13.85,146.48,6.28,28.37,64.2,27.59,51.18,54.07,35.02,52.08,51.76,62.72,79.3,12.68,54.63,40.33,73.35,53.47,68.62,56.89,32.6,78.5,88.6,51.39,37.74,22.97,80.05,286.98,30.71,10.42,4090,79.42,143.5,545.36,24.97
22.2,6.49,47.52,7.14,9.28,10.69,28.93,96.81,55.7,5.32,16.66,34.52,53.41,64.6,11.26,52.75,75.24,68.7,103.55,54.9,87.35,36.61,69.76,58,33.3,50.66,29.38,172.37,27.92,24.34,46.19,19.41,14,143.39,6.05,28.5,64.1,27.37,50.92,54.16,34.53,51.29,53.23,62.46,78.81,12.26,52.86,40.78,72.84,53.99,67.67,56.55,33.6,81.2,87.53,51.77,38.21,22.29,80.08,276.15,29.87,10.54,3900,79.54,139.25,545.14,24.28
22.43,6.36,46.78,7.34,9.52,10.98,29.26,96.49,57.35,5.36,16.59,35.46,54.8,65.71,11.14,52.05,72.28,67.9,104.12,54.51,87.37,35.85,69.55,59.35,34.75,49.35,29.07,174.61,27.81,26.03,45.75,19.61,14.15,139.97,6.27,28.6,64.83,27.74,51.68,54.75,35.04,51.32,52.92,62.41,78.25,12.53,52.79,40.97,72.4,53.84,68.4,56.07,34.1,81.98,87.19,52.17,38.86,22.18,79.69,279.86,28.57,10.46,4000,77.08,141.7,544.97,23.55
22.36,6.33,46.67,7.47,9.21,10.7,29.17,96.48,55.45,5.07,16.62,35,53.1,64.57,11.28,51,68.75,65.41,103.24,51.03,85.68,36.9,69.94,57.75,32.05,48.45,28.9,174.07,28.03,25.79,46.6,19.1,14.25,128.01,6.25,28.21,64.68,27.59,51.28,55.85,34.84,51.47,54.56,61.67,78.34,12.51,52.83,40.82,72.29,53.86,68,55.36,32.6,81.01,86.2,51.65,38.06,22.25,78.8,273.05,28.41,10.32,3835,75.17,138.01,544.1,23.06
21.6,6.15,45.11,6.85,8.97,10.61,28.34,95.99,56.8,5.07,16.56,34.22,52.8,62.53,10.57,50.75,67.74,62.73,99.8,49.1,83.07,36.6,66.77,56.07,32.95,47.69,28.24,166.51,27.68,24.38,44.35,18.47,14.05,120.08,5.98,28.22,64.2,26.81,50.99,54.91,34.3,50.74,53.56,61.49,78.85,12.3,51.75,40.23,70.48,52.69,66.73,55,33,84.45,87.21,51.48,37.7,22.12,77.26,270.03,28.42,9.59,3888.25,74.18,137.75,527.68,22.3
21.41,6.01,45.71,6.12,8.69,10.42,28.49,93.9,57.55,4.99,16.41,33.69,54.3,61.55,9.99,48.7,66.63,61.15,99.65,49.26,83.29,35.9,67.14,56,33.5,48.03,26.3,170.19,27.73,24.21,43.81,18.45,13.59,121.27,5.99,29.39,63.54,26.35,51.21,54.87,34.08,50.5,55.16,62.23,79.37,12.23,51.76,40.43,69.48,52.97,66.8,55.46,33,84.3,87.47,51.02,37.24,21.69,76.84,268.51,28.36,9.65,3718,73.76,137.4,532.47,21.51
21.29,5.71,44.15,5.92,7.7,10.19,27.9,93.69,57.25,4.71,16.2,33.7,51.94,60.03,9.73,49.75,64.95,60.9,99.02,49.61,83.08,35.5,66.18,55.6,33.2,47.2,25.66,164.23,27.27,23.7,43,18.27,13.4,114.83,5.84,29.37,63.75,26.42,51.49,55.22,33.35,51.04,55,62.29,81.26,12.12,51.28,40.51,68.66,52.7,67.37,54.54,33,82.95,87.14,51.16,36.32,21.65,76.14,264.59,27.54,9.6,3811,72.98,131.05,519.58,20.71
21.63,5.77,46.19,5.9,7.62,10.44,27.8,93.04,56.6,4.74,15.99,34.01,51.5,60.53,9.74,49.8,65.82,61.02,101.55,51.37,84.07,35.15,66.75,57.87,33.1,48.88,26.4,175.2,26.9,24.15,43.3,18,13.55,124.01,5.94,30.4,64.94,27.2,51.74,55.66,33.4,50.58,56.59,62.57,83.29,12.21,52.37,40.18,70.18,54.36,67.76,53.89,33.35,82.4,88.05,51.25,37.15,22.72,77,261.26,28.01,8.92,3770,74.01,132.2,536.51,21
20.62,5.48,45.55,5.95,7.49,10.32,27.46,91.6,56.15,4.42,16.08,33.4,51.6,60.38,9.35,52.6,64.01,60.08,100.94,49.94,82.97,35.02,66.36,56.7,33.45,47.02,24.55,169.59,25.97,24.6,42.87,18.08,13.9,116.86,5.81,30.28,64.35,26.75,50.97,57,32.43,51.25,57.27,62.97,83,12.45,53.05,41.05,68.77,54.95,68.17,51.82,32.55,82.7,87.9,50.74,37.03,22.02,75.8,251,27.37,8.63,3740,70.03,131,530.88,19.9
20.78,5.47,45.97,5.79,7.43,10.32,27.51,92.65,55,4.6,16.23,33.97,49.45,60.52,9.15,52.15,64.66,61.19,101.71,50.42,83.41,35.35,66,57.63,33,47.76,25.27,173.16,26.11,25.19,43.41,18.29,14.05,117.95,5.77,30.19,65.1,27.1,51.17,56.14,32.75,50.95,55.5,62.64,82.56,12.42,51.79,41.3,69.89,54.87,68.17,52.76,32.85,85.6,87.14,50.98,37.15,21.66,76.66,257,27.51,7.88,3875,70.72,131.2,542.3,20.03
20.7,5.38,45.44,5.48,7.2,10.22,27.22,92.81,54.45,4.53,16.08,33.5,49.99,60.57,8.92,52.2,64.43,60.5,102.72,50.13,81.32,34.55,65.45,56.77,33.51,48.27,26,175.4,25.93,24.42,41.59,18.02,13.7,116.83,5.7,30.71,65.15,27.18,51.28,55.38,32.23,50.5,57.49,61.81,81.21,12.42,51.23,40.59,69.92,54.49,66.92,52.5,32.59,86.6,86.98,51.01,37.1,21.48,76,250.63,27.21,7.48,3750,71.02,128.75,545.99,19.31
20.86,5.55,47.7,5.65,7.61,10.55,27.67,92.99,53.5,4.95,16.15,33.44,50.45,62.35,9.27,52.25,66.06,61.96,104.13,51.37,83.67,34.1,66.05,57.75,34,48,27.58,180.2,25.79,25.41,40.8,17.19,13.8,121.47,6.02,31,66.15,28.14,52.56,55.31,33.45,51.95,58.42,63.47,81.92,12.86,52.3,42.4,70.1,56.85,68.17,54.82,32.25,87.95,89.64,50.48,37.93,22.64,76.44,264.15,27.49,7.48,3948,70.32,127.6,550.76,20.22
19.85,5.11,46.87,5.47,7.43,10.42,26.73,92.32,53.35,5.06,15.88,33.77,49.55,60.82,9.48,52.15,65.95,61.12,102.31,49.99,81.63,34.5,65.01,56.58,33,47.32,27.88,174.92,25.2,25.16,40.8,16.53,14.3,118.95,5.84,30.23,66.06,27.55,52.7,58.76,32.45,52.09,58.51,64.11,82.05,12.55,52.74,42,68.79,56.91,67.07,53.38,32.55,87.35,87.96,50.51,37.51,22.74,75.32,263.05,26.68,7.16,3900,68.52,127.6,545,20.28
20.28,4.75,47.61,5.39,7.04,10.13,26.94,91.5,53.85,4.45,15.59,33.12,47.35,60.11,9.37,54,65.35,61.31,102.54,50.54,80.86,34.65,64.86,57.59,31.1,47.15,27,175.47,25.16,25.66,40.02,15.32,14.1,115.3,5.47,29.8,66.31,27.6,52.52,57.4,30.87,51.42,57.08,65.28,82.2,12.11,51.48,41.82,68.27,56.81,66.46,54.08,31.26,86.45,87.65,49.31,37.53,21.93,75.16,263.45,26.15,7.51,3951,67.51,124.01,536.5,19.94
21.02,4.92,48.8,5.5,7.29,10.31,27.89,90.5,53.83,4.97,15.25,33.41,47.35,59.76,9.5,51.35,64.4,61.3,103.51,49.81,81.5,33.7,65.73,57.61,31.3,46.49,28.31,179.24,25.48,25.87,41.49,16.4,13.85,111.73,5.47,29.71,66.44,28.13,52.45,57.38,33.11,52.01,56.83,66.33,81.68,12.21,52.05,42.42,69.41,56.85,67.83,53.58,31.71,86.75,88.77,50.47,37.41,22.85,76.11,273.32,27.3,6.92,3950.05,70.79,123.95,539,20.35
20.25,4.68,47.64,5.23,6.94,10.22,26.9,88.5,55.3,4.6,15.03,32.08,46.4,57.98,9.1,53.4,62.06,60.68,101.38,48.99,81.44,35.3,64.76,56.73,32.45,46.06,26.15,172.48,24.93,24.75,39.77,15.53,13.46,106.31,5.4,29.03,67.1,27.05,51.89,57.31,32.51,50.6,56.65,65.53,79.7,12.37,51.58,42.89,68.61,56.41,68.42,52.61,31.06,85.45,88.1,49.14,36.46,22.55,74.64,269.4,26.72,6.15,3960,68.97,123.25,516.28,19.85
21.03,4.9,46.88,5.3,6.98,10.29,27.29,88.01,59.9,4.71,15.48,32.17,49,58.31,9.3,53.24,63.91,60.16,101.25,47.81,81.29,35.06,65.48,56.6,33.2,42.83,27.45,170.2,26.13,24.89,41,15.36,13.72,104.23,5.44,29.04,67.77,26.8,53.57,56.55,32.33,51.33,56.7,66.91,80.15,12.89,51.12,46.65,67.9,58.3,70.32,54.71,32.49,85.3,89.06,50.17,36.99,23.59,74.19,271.32,27.08,6.98,3955,67.11,122.51,514.04,19.86
21.25,5.25,47.56,5.58,7.9,11.14,28.72,89.82,59.2,5.56,15.51,32.76,50.65,63.43,9.95,52.6,66.05,64.5,100.81,50.16,82.44,35.35,66.95,56.27,35.9,44,29.8,174.1,27.58,27,42.49,15.52,14,113.25,5.78,29.97,68.44,28.1,54.27,53.67,34.15,52.28,57.02,68.82,82.47,13.59,51.42,47.27,69.22,57.1,71.09,55.6,32,84.15,90.8,51.62,38.4,23.83,78.38,284.63,28.2,6.73,3950,69.95,116.8,534.16,20.96
21.89,4.91,45.4,5.42,8.38,11.54,28.94,88.95,59.65,5.43,15.58,32.66,50.23,65.6,10.19,53.1,67.11,65,100.24,53.32,81.28,33.95,64.98,55.41,35.4,43.55,29.54,168.52,26.36,27.39,41.12,15.5,14.15,109.55,5.94,30.36,67.75,28.12,54.05,55.08,34.85,52.91,57.08,65.82,83,13.71,51.93,48.03,69.48,57.76,72,58.36,31.7,84.15,90.15,49.77,39.66,24.03,80.93,281.04,28.26,6.58,3801.1,72.07,116.25,498.35,21.62
22.2,4.73,45.49,5.73,8.48,11.61,28.85,89.94,60.6,5.47,15.75,33.85,50.22,66.35,10.05,52.9,68.5,64.48,100.82,51.19,82.24,34.35,66.05,56.28,35.15,40.33,28.5,166.9,25.66,27.61,41.38,15.5,14,114,5.93,29.74,67.98,28.12,53.63,55.33,35.03,52.71,57.87,65.77,84.8,13.91,52.3,47.43,69.36,57.31,72.43,56.75,31.75,84.45,91.1,51.96,39.61,23.96,82.54,288.03,28.45,6.9,3870.5,71.38,115.51,480.88,22.07
21.72,4.52,44.85,5.46,7.51,10.65,24.89,91.38,62.1,5.32,15.52,33.12,49.75,64.29,9.9,53.85,68.58,64.09,100.83,49.59,81.99,32.56,65.01,57,35.2,39.96,28.78,149,25.54,26.36,41.4,15.31,13.79,112.19,5.83,25.61,67.02,27.82,53.18,54.83,34.38,51.82,58.1,64.68,83.52,13.51,51.42,46.6,68.12,56.49,70,56.41,32,86.09,89.28,51.28,39.67,23.99,81.32,278.52,28.06,6.54,3935.1,75.13,121,466.72,21.47
22.2,4.45,43.42,5.27,7.8,11.1,24.51,91.14,65.8,5.95,15.59,34.25,54.9,66.84,10.65,55.45,67.32,65.47,103.9,52.17,85.07,32.8,66.93,56.54,36.7,41.88,30.95,164.99,25.86,26.52,41.19,15.65,13.8,113.49,6.02,25.64,68.21,28.78,54.59,54.38,35.19,53.14,58.21,65.14,85.43,12.33,52.3,47.6,70.47,57.84,64.02,57.34,32.5,84.36,91.9,52.48,40.4,24.05,81.51,313.49,28.6,6.89,3900,73.95,121,481.61,22.9
22.05,4.68,53.5,5.13,7.85,11.27,24.62,94.12,63.29,5.78,15.64,35.2,50.4,61,10.65,54.96,65.6,65.94,106.89,52.85,88.9,32.43,68.09,57.98,37.15,43.35,30.85,164.32,26.09,27.61,41.56,15.84,13.9,117.43,6.17,26.6,68.26,29.74,53.65,55.57,34.99,52.65,59.38,64.55,85.9,12.46,51.66,47.04,72.4,56.9,65.9,56.37,33.47,83.9,90.76,57.61,39.69,23.6,80.98,330.1,27.32,7,3899.95,72.64,120.51,496.7,23.76
21.8,4.42,52.83,4.92,7.89,11.25,24.03,92.51,64.78,5.22,15.27,35.1,52.6,60.66,10.17,55.45,63,64.39,105.54,51.51,87.86,31.15,67.27,56.75,36.87,42.57,30.11,160.4,25.64,28.05,41,15.53,13.85,115.47,6.14,26.52,68.88,28.95,53.45,56.07,34.17,54.19,59.58,64.73,86.82,12.37,52.85,46.91,71.53,57.28,67.96,56.09,33.7,87.5,95,58.68,40,23.2,79.64,319.56,26.28,6.74,3785,69.96,119,486.49,23.41
21.87,4.38,54.41,4.95,7.79,11.28,23.99,90.8,65.2,5.05,15.61,34.36,50.6,60.54,10.21,54.21,63.82,65.48,104.6,50.8,88.57,32.38,68.86,56.89,35.67,42.9,31.08,162.34,26.06,28.12,40.61,15.12,13.45,116.81,6.01,26.01,68.96,28.7,53.4,57.71,33.61,53.48,59.02,65.04,84.99,12.04,53.63,46.46,70.87,57.18,68.64,56.39,33.6,87.29,95.1,58.7,39.77,23.24,80.55,314.33,26.8,6.85,3700,70.38,116.96,492.09,23.34
21.67,4.2,53.47,4.45,7.35,10.89,24.09,88.01,65.95,4.83,15.01,33.25,49.4,59.81,9.4,53.8,62.64,64.04,102.78,50.18,87.9,31.8,68.74,56.22,36.15,41.82,30.54,155.41,25.52,27.49,38.06,14.8,13.95,113.58,5.96,26.45,68.55,27.78,52.66,55.69,33.19,52.4,58.46,63.78,84.98,11.8,51.79,46.13,69.77,56.92,68.13,53.53,33.95,86.75,93.5,59.27,39.28,22.91,80.33,310,26.09,6.35,3575,69.6,117.85,479.3,22.14
22.3,4.28,55.06,4.74,7.55,11.18,24.44,89.3,64.8,5.12,15.48,32.72,49.81,58.94,9.84,54.8,63.59,65.64,104.39,51.98,90.22,32.46,67.76,57.89,36.1,43.65,31.62,157.78,26.2,27.75,37.63,14.9,13.7,116.22,6.1,26.66,68.7,28.73,52.75,55.36,33.2,52,59.5,64.11,84.94,12.02,52.75,47.26,70.75,56.1,68.03,55.72,34.5,85.39,93.04,60.9,41.59,23.41,81.57,308.36,26.39,6.66,3333,71.52,112.25,485.5,23.66
21.99,4.18,55.11,4.71,7.49,11.01,24.42,85.75,63.5,4.74,15.34,32.4,48.95,58.31,9.3,53.21,63,65.8,103.68,52.12,89.49,30.85,68.01,57.46,35.7,44.22,31,157.54,25.85,27.22,37.54,14.54,14.01,119.38,5.95,26.67,67.8,28.7,52.57,55.72,33.37,52.11,60,64.39,85.82,11.67,51.56,46.49,70.84,56.59,68.47,53.65,33.4,86.25,92.68,59.88,39.43,19.13,80.61,309.51,26.6,6.7,3350,71.63,102.5,474.56,22.81
22.42,4.26,55.49,4.83,7.63,11.28,24.28,86,60.8,4.8,14.65,32.77,47.96,57.54,9.44,53.75,61.39,64.07,104.5,51.13,89,30.18,67.78,56.76,34.05,43.35,31.43,159.9,25.92,27.27,37.8,14.93,14.25,123.54,6.13,27.14,68.5,28.43,52.75,56.14,32.76,53.51,59.25,63.97,85,11.84,51.7,46.94,70.53,56.34,68.88,54.1,32.62,85.25,93.21,59.78,40.5,18.33,79.9,310.35,26.57,6.47,3450,69.67,104.35,472.51,22.84
22.4,4.31,54.44,4.67,7.69,11.25,24.14,83.1,59.85,4.67,14.49,30.6,48.36,58.1,9.38,49,62.08,63.47,104,50.85,89.31,30.05,66.83,56.13,34.6,43.1,29.49,156.6,25.39,27.58,37.03,14.39,13.7,120.2,6.07,27.15,68.18,28.14,52.29,56.27,33.04,53.38,60.36,63.05,83.96,12.06,50.71,46.61,70.03,56.07,69.07,54.88,31,84.78,92.01,59.23,39.05,18.41,80.7,299.84,25.66,6.46,3301,68.2,100.75,468.12,23.24
22.75,4.62,53.52,4.91,8.22,11.52,24.26,83.5,61.8,4.94,14.93,30.5,50.1,60.18,9.57,50,61.87,64.16,105.49,50.87,89.94,30.1,66.55,57.94,36.65,42.64,30.21,155.42,25.64,27.74,37.21,14.13,14.09,118.05,6.25,27.45,69.31,28.38,53.05,56.79,33.84,54.73,60.09,64.6,85.02,12.18,51.6,46.54,70.23,57.48,69.97,55.32,32.9,86.4,93.21,59.61,39.37,18.44,80.89,303.4,24.99,6.39,3250,67.86,104.59,467.59,24.05
22.94,4.62,55.3,4.75,8.36,11.77,24.91,85.24,61.22,5.1,15.21,31.83,51.46,61.35,10.16,51.9,64.9,65.39,107.9,51.48,90.64,32.04,67.27,58.58,36.7,41.73,30.66,159.97,26.73,27.9,38.95,14.5,14.23,121.16,6.44,27.65,70.35,29.17,53.94,57.11,34.28,56.4,57.6,65.76,84.55,12.74,52.58,47.55,71.75,58.44,70.87,55.52,32.5,86,93.44,61.28,39.85,18.72,82.01,305.42,25.59,6.29,3280,67.78,104,478.37,24.5
22.72,4.71,55.29,4.98,8.27,12.22,24.8,84.39,60.65,4.91,15.51,31.33,49.65,62.15,10.3,54.49,65.06,65.83,106.91,50.75,90.5,30.25,67.7,58.15,36.85,42.22,29.26,162.71,26.9,27.39,38.99,14.44,13.18,125.67,6.34,27.01,70.57,28.77,53.54,56.9,34.22,52.3,57.81,65.53,84.41,12.95,55,47.45,71.33,58.65,70.66,58.26,33.15,84.8,93.48,62.93,40.24,19.35,81.67,309.33,26,6.43,3200,70.07,104.95,482,23.12
23.74,5.19,54.39,5.12,8.37,12.08,25.19,86.83,60.4,4.92,15.24,31.27,51.59,61.71,10.2,53.45,64.87,64.89,107.95,50,90,30.15,68.22,58.69,38.75,42.05,28.79,163.86,27.35,26.21,38.06,14.07,14,126.71,6.06,26.41,70.77,28.58,52.33,54.9,33.35,53.38,57.51,65.45,85.41,12.82,53.83,47.7,71.14,58.15,69.93,57.19,33.7,82.69,92.44,62.59,40.37,20.3,81.86,303.2,25.23,6.46,3298,69.12,104.75,480.15,22.46
24.1,5.1,55.89,5.15,8.62,12.32,25.66,90.46,60.7,5.24,15.87,32.84,52.55,64.66,10.48,56.2,67.89,66.69,111.74,51.32,92.46,31.7,69.75,60.1,39,43.7,29.77,170.07,27.86,26.89,39.41,14.4,14.3,133.06,6.28,27.03,71.43,29.62,53.77,55.24,34.34,53.62,57.55,67.06,87.22,13.23,57.26,47.99,73.19,59.07,70.99,59.48,34,80.4,93.43,61.71,40.75,20.63,83.49,302.21,25.17,6.6,3269,70.63,107.05,492.47,23.61
24.3,5.2,54.48,5.43,9,12.57,26.06,90.66,62.7,5.24,15.47,33.69,52.93,64.88,10.35,54.75,66.89,66.96,112.82,51.5,94.08,31.76,69.76,60.11,38.8,44.15,29.53,173.52,27.78,26.79,39.39,14.7,13.7,130.9,6.48,26.98,71.47,29.92,53.29,54.24,34.77,54,56.9,67.05,86.87,13.14,56.97,47.74,74.54,58.52,71.74,59.38,33.66,80.4,92.74,63.88,40.87,21.11,83.06,309.06,24.39,6.97,3270,70.79,103.8,502,25.57
24.29,5.2,54.05,5.28,8.78,12.38,26.45,91.45,61.75,5.27,15.58,33.9,49.25,62.43,10.21,54.55,66.07,66.14,113.95,51.21,93.19,31.3,70.63,61.04,38.6,43.04,31.46,177.98,28.07,25.95,38.9,14.2,13.79,127.26,6.25,26.19,71.67,29.58,52.87,53.78,34.3,53.68,57.27,66.49,86.4,13.24,55.92,45.88,73.49,58.92,71.75,57.97,33.45,79.95,93.53,63.17,40.49,21.25,82.84,306.94,24.23,6.67,3052,69.56,106.45,501.6,26.49
23.91,5.15,55.05,5.1,8.38,12.12,25.96,89.89,61.45,4.94,15.32,33.79,49.25,60.58,9.73,54.7,63.74,65.71,112.55,50.43,91.19,29.95,70,60.2,36.85,41.98,31.58,178.33,27.82,25.32,38.54,14.43,14.4,128.19,6.05,26.07,71.2,29.12,52.99,52.67,33.62,53.69,56.68,66.23,86.49,13.3,56.11,45.52,72.55,58.16,71.51,58.18,33.25,79.75,92.87,63.45,40.47,20.4,82.59,302.57,23.83,6.81,3020,68.93,102.05,497.7,26.51
24.35,5.37,56.52,5.4,8.6,12.51,25.85,90.79,60.06,5.2,15.47,33.58,50.67,60.93,9.97,56,64.77,66.35,113.38,50.87,91.01,30.2,70.17,60.31,37.8,42.81,32.35,179.04,27.98,25.78,38.55,14.7,14.49,131.7,6.11,25.79,70.82,29.66,53.68,52.05,33.79,55.74,56.44,66.72,86.62,13.12,57.87,45.51,73.09,58.68,71.22,58.04,32.95,78.84,92.47,64.02,41.74,20.27,84.81,303.81,24.04,6.85,2945,70.61,102.95,506.99,27.99
24.3,5.7,56.44,5.4,8.5,12.46,25.53,91.79,59.3,5.13,15.6,33.99,49.65,60.74,9.92,53.8,64.5,67.11,116.73,50.98,93.82,28.49,71.42,61.95,36.5,42.48,32.88,175.57,27.78,25.41,39.25,14.91,14.05,128.74,6.03,26.16,71.61,29.97,54.2,52.25,34,56.13,56.41,66.94,87.51,13.22,57.72,46.3,73.59,59.74,72.56,57.94,32,77.9,94,65.32,41.99,20.22,84.34,300.94,24.16,6.9,2949,70.44,102,509.84,27.34
23.81,5.72,55.09,5.08,8.17,11.98,25.12,89.5,59.55,4.9,15.18,32.8,48.6,58.52,9.65,53.5,63.48,65.29,114.51,49.99,91.76,24.6,70.56,61.01,35.45,41.29,32.89,174.54,27.54,24.94,39.03,14.29,13.7,125.94,5.82,25.62,70.65,29.2,53.5,52.07,33.16,55.58,55.85,67.07,87.32,12.64,56.86,45.94,72.15,58.65,73.56,59.15,32,77.65,94.1,63.79,41.96,20.01,82.75,292.86,23.44,6.76,2750,68.95,98.6,490.43,26.73
23.74,5.7,55.05,4.96,8.28,12.24,24.83,88.01,59.56,4.8,15.16,32.25,48.15,58.92,9.51,53.45,62.99,64.98,115.81,49.07,92.36,25.5,69.8,61,35,40.08,32.48,174.77,27.54,25.05,37.92,14.01,14.4,127.49,5.73,25.2,71.18,28.74,54.7,52.84,32.87,55.53,55.77,67.52,87.83,12.81,56.39,46.46,71.24,58.66,73.03,59.63,32.3,78.2,92.37,63.84,41.03,20.56,81.75,301.49,23.45,6.68,2801,68.89,98.7,494.72,26.67
23.13,5.58,54.95,4.7,8.31,12.38,24.19,87.94,59.5,4.54,15.12,32.4,48.2,59.48,9.47,52.3,62.97,64.1,113.76,48.04,90.62,25.15,68.83,59.84,35.05,38.64,32.49,174.47,27.1,25.16,37.63,13.95,13.92,128.96,5.58,25.29,70.68,28.3,55.53,53.36,32.7,54.34,55.44,66.31,86.72,12.6,55.52,46.06,70.26,57.95,71.39,58.94,31.75,78.35,93.17,63.78,39.97,20.05,81.32,299.84,23.34,6.76,3380,68.16,100.35,482.92,26.35
23.2,5.88,55.13,4.72,8.69,12.5,24.46,87.16,60.05,4.53,15.3,32.1,50.01,60.18,9.74,52.2,63.94,64.88,115.35,48.84,92.08,25,69.52,60.99,35.4,38.46,32.61,175.82,27.23,25.54,39,13.37,14.25,133.87,5.82,25.6,71.05,28.91,56.66,54.26,33.01,55.63,55.11,67.42,88.43,13.02,56.42,46.86,70.91,58.14,73.77,59.34,31.65,78.05,95.75,63.93,39.97,20.59,82.63,302.55,23.5,7.16,3300,69.22,96.5,491.5,26.5
23.27,5.93,54.86,4.65,8.93,12.64,24.5,90.22,59.25,4.46,15.41,32.42,50.05,60.31,9.84,52.56,64.91,65.7,115.03,49.3,91.69,23.56,69.65,60.03,35.46,38.59,33.41,176.15,27.61,25.83,38.84,13.4,14.05,130.67,5.79,25.9,71.25,29.04,56.18,53.6,32.95,56.2,55.85,67.85,88.32,12.74,57.02,46.74,71.47,58.37,73.99,59.21,32.2,76.5,95.22,63.9,39.82,20.4,81.3,300.38,23.34,6.74,3398,70.01,99.7,486.11,26.73
22.93,5.98,53.97,4.49,9.02,12.87,24.2,88.65,60,4.4,15.41,32.56,49,58.87,9.63,55.5,64.09,64.65,114.53,48.88,90.92,21.5,69.42,59.79,35.1,37.64,32.86,172.76,27.58,26.01,38.51,12.99,14.15,127.24,5.78,25.42,70.72,28.49,55.26,53.15,32.28,54.98,54.27,67.25,87.48,12.45,56.18,45.77,70.47,57.84,71.87,58.64,32.1,77.4,93.39,61.6,39.36,20.35,80.88,298,23.04,7.09,3250,68.65,103,483.46,26.01
23.1,5.91,53.53,4.28,8.69,12.97,24.23,87.56,59.7,4.35,15.07,32.51,48.45,58.89,9.76,54.5,63.57,64.86,115.15,48.92,92.19,25.45,69.18,59.65,36.15,38.07,33.11,173.31,27.34,25.88,38.97,12.91,14.35,127.35,6.17,26.1,70.72,28.27,55.52,53.3,32.63,54.99,54.91,67.41,88,12.49,55.88,45.94,70.69,57.56,72.08,59.07,32.8,78.9,93.96,62.76,39.26,20.68,81.25,296.8,23.99,6.99,3300.05,68.64,102.24,473.73,26.29
23.59,6.14,54.37,4.29,8.75,13.36,24.48,88.4,60.55,4.3,15.01,32.16,49.25,59.49,9.76,56.65,64.78,65.39,116.03,49.44,92.55,25,68.51,60.59,36.4,39.5,33.1,175.28,27.61,25.68,38.61,12.79,14.25,129.33,6.39,26.12,71.48,28.35,55.29,54.48,33.02,55.38,55.8,67.49,87.99,12.55,56.27,45.99,71.01,57.96,72.05,59.59,33.49,79.9,94.5,62.94,39.36,21.15,81.5,297.56,24.68,7.24,3500,70.25,103.73,472.49,26.7
23.28,6.14,53.17,4.25,8.58,13.22,24.6,89.83,59.49,4.38,15.24,32.59,47.95,58.77,10,57.11,66.25,66.34,119.18,50.2,93.86,22.9,68.98,60.43,36.55,40.98,33.59,172.96,27.68,24.97,38.27,12.54,13.65,124.82,6.38,25.69,71.18,28.78,55.17,53.86,32.74,55.36,56.16,67.77,87.61,12.78,56.84,45.79,72.14,58.47,72.64,60.43,33.1,79.16,94.99,63.68,39.67,21.3,81.69,296.69,24.9,7.48,3315,71.34,104.75,469.75,26.67
23.27,6.37,53.31,4.31,9.09,13.74,25.16,89.48,59.73,4.67,14.91,31.47,49.56,62.49,10.04,55.6,67,66.43,117.6,50.67,93.03,22.08,69.55,60.53,36.3,41.1,34.25,172.4,27.67,24.65,37.53,11.01,12.24,124.37,6.15,25.71,71.09,28.54,55.28,53.86,33.33,55.57,55,67.74,88.05,12.63,56.73,46,72.38,58.12,73.55,59.12,30.95,79.67,93.83,63.46,39.82,21.56,82.25,299.33,25.25,7.82,3212.05,71.5,97.5,476.77,26.76
22.59,6.34,50.81,4.22,8.98,13.32,24.33,89.6,59.6,4.55,15.26,32.49,49.61,61.67,9.71,56.75,65.69,67.8,117.07,50.53,92.26,22.7,69.51,60.04,36.15,41.61,34.87,166.84,27,23.63,37.32,11.08,12.75,118.64,5.76,25.24,71.67,28.45,54.86,53.38,32.52,55.38,54.82,67.18,87.41,12.76,55.21,45.95,70.31,58.8,72.13,58.11,31.65,79.15,94.51,62.84,39.65,20.47,81.22,291.88,24.82,8.28,3300,68.96,100.74,468.73,26.69
